,lat,category,business_name,transactions,reviews,rating,price_scale,Distance_from_Bike_Station,latitude,station_name,empty_slots,free_bikes,extra.renting,extra.returning,ebikes,total_bikes
172,-122.63607,Bars,Sweet Hereafter,['delivery'],486,4.0,2,447,45.51623176,SE 29th at Belmont,13,1,1,1,1,14
173,-122.63607,Poke,SeaSweets Poke,"['delivery', 'pickup']",340,4.5,2,503,45.51623176,SE 29th at Belmont,13,1,1,1,1,14
174,-122.63607,American (Traditional),Aalto Lounge,['delivery'],243,4.0,1,496,45.51623176,SE 29th at Belmont,13,1,1,1,1,14
175,-122.63607,Breakfast & Brunch,The Mont,"['delivery', 'pickup']",68,4.5,2,402,45.51623176,SE 29th at Belmont,13,1,1,1,1,14
176,-122.63607,Middle Eastern,TarBoush Lebanese Bistro & Bar,"['delivery', 'pickup']",336,4.0,2,569,45.51623176,SE 29th at Belmont,13,1,1,1,1,14
177,-122.66629,Middle Eastern,Shalom Y'all Restaurant,['delivery'],314,4.5,2,451,45.51147657,SE Clay at Water,14,1,1,1,1,16
178,-122.66629,American (New),Clarklewis,"['delivery', 'pickup', 'restaurant_reservation']",604,4.0,3,429,45.51147657,SE Clay at Water,14,1,1,1,1,16
179,-122.66629,Dim Sum,Dough Zone - Downtown Portland,[],490,4.0,2,606,45.51147657,SE Clay at Water,14,1,1,1,1,16
180,-122.66629,Coffee & Tea,Coava Coffee Roasters,['delivery'],789,4.5,2,504,45.51147657,SE Clay at Water,14,1,1,1,1,16
181,-122.66629,Ramen,Boke Bowl,"['delivery', 'pickup']",640,3.5,2,429,45.51147657,SE Clay at Water,14,1,1,1,1,16
182,-122.66629,Coffee & Tea,Water Avenue Coffee,"['delivery', 'pickup']",305,4.5,1,417,45.51147657,SE Clay at Water,14,1,1,1,1,16
183,-122.66629,Cafes,Nossa Familia Coffee,['delivery'],38,4.5,1,271,45.51147657,SE Clay at Water,14,1,1,1,1,16
184,-122.66629,Cupcakes,Sugar Street Bakery & Bistro,"['delivery', 'pickup']",84,4.0,1,124,45.51147657,SE Clay at Water,14,1,1,1,1,16
185,-122.66629,Mexican,La Merced,"['delivery', 'pickup']",20,4.0,1,81,45.51147657,SE Clay at Water,14,1,1,1,1,16
186,-122.66629,Bars,Bunk Bar Water,"['delivery', 'pickup']",383,3.5,2,421,45.51147657,SE Clay at Water,14,1,1,1,1,16
