,fsq_id,categories,chains,distance,link,name,timezone,geocodes.drop_off.latitude,geocodes.drop_off.longitude,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,location.address,location.census_block,location.country,location.cross_street,location.dma,location.formatted_address,location.locality,location.postcode,location.region
0,4283ee00f964a520de221fe3,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],210,/v3/places/4283ee00f964a520de221fe3,The Vern,America/Los_Angeles,45.516441,-122.638447,45.516164,-122.638449,45.516164,-122.638449,2622 SE Belmont St,410510012041013,US,at SE 27th Ave,"Portland, Or","2622 SE Belmont St (at SE 27th Ave), Portland, OR 97214",Portland,97214,OR
