,ll,fsq_id,cat_id,category_name,categories,name,address,city,country,rating,popularity,price
0,"45.51195046,-122.6141596",40b13b00f964a520fff51ee3,13016,Lounge,"[{'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Space Room Lounge,"4800 SE Hawthorne Blvd (at SE 48th Ave), Portland, OR 97215",Portland,US,7.5,0.987998799879988,2.0
1,"45.51195046,-122.6141596",40b13b00f964a52044f51ee3,13007,Beer Garden,"[{'id': 13007, 'name': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}, {'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Bar of the Gods,"4801 SE Hawthorne Blvd (at SE 48th Ave.), Portland, OR 97215",Portland,US,5.8,0.9362561256125612,1.0
2,"45.51195046,-122.6141596",4e0f614314956c628503e1ba,13145,Fast Food Restaurant,"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Kure Juice Bar,"4409 SE Hawthorne Blvd (at SE 44th), Portland, OR 97215",Portland,US,8.8,0.9190544054405441,1.0
3,"45.51195046,-122.6141596",42814b00f964a52004221fe3,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Sapphire Hotel,"5008 SE Hawthorne Blvd (at SE 50th Ave), Portland, OR 97215",Portland,US,7.9,0.9074032403240324,2.0
4,"45.51195046,-122.6141596",6121a43753100a0548a89557,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}]",Mighty Moe's Tanker,"4825 SE Hawthorne Blvd, Portland, OR 97215",Portland,US,,0.894039403940394,2.0
5,"45.51195046,-122.6141596",40cf8d80f964a52027011fe3,13010,Dive Bar,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}]",Angelo's,"4620 SE Hawthorne Blvd, Portland, OR 97215",Portland,US,6.1,0.8872637263726373,1.0
6,"45.51195046,-122.6141596",5aacb712bed48329b2f03fd5,13024,Whisky Bar,"[{'id': 13024, 'name': 'Whisky Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/whiskey_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The Cavern,"4601 SE Hawthorne Blvd (46th), Portland, OR 97215",Portland,US,,0.8831383138313832,2.0
7,"45.51195046,-122.6141596",4cc2445a1e596dcbc0efc167,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",Hawthorne Hophouse,"4111 SE Hawthorne Blvd (at SE 41st Ave), Portland, OR 97214",Portland,US,8.0,0.8402090209020903,2.0
8,"45.51195046,-122.6141596",630aba5429a077074c5130dc,13059,Juice Bar,"[{'id': 13059, 'name': 'Juice Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/juicebar_', 'suffix': '.png'}}]",Happy Day Juice Co.,"4703 SE Hawthorne Blvd (47th Ave), Portland, OR 97215",Portland,US,,0.036353635363536356,1.0
9,"45.51195046,-122.6141596",2e01c5ac575b48b4ca4eb021,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Spaceroom Lounge and Genie's Too,"4800 SE Hawthorne Blvd, Portland, OR 97215",Portland,US,,,
10,"45.54827571,-122.6111636",5eb74dc6d27259000810131a,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Tomorrow's Verse,"4605 NE Fremont St, Portland, OR 97213",Portland,US,,0.9759475947594759,
11,"45.54827571,-122.6111636",40b13b00f964a520b4f51ee3,13016,Lounge,"[{'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",McPeets Portland Pub,"4501 NE Fremont St, Portland, OR 97213",Portland,US,7.8,0.9632088208820883,1.0
12,"45.54827571,-122.6111636",5d0f0c8a02aee40023b94557,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",Hi-Top Tavern,"5015 NE Fremont St, Portland, OR 97213",Portland,US,7.3,0.9536328632863287,3.0
13,"45.54827571,-122.6111636",5c565a22e55d8b002c1d7e5f,10000,Arts and Entertainment,"[{'id': 10000, 'name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Wonderly,"4727 NE Fremont St (NE 47th Ave), Portland, OR 97213",Portland,US,6.2,0.8924017401740174,3.0
14,"45.54827571,-122.6111636",5d7954bf0376600008c5451c,13377,Vegan and Vegetarian Restaurant,"[{'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",Happy Day Juice,"4539 NE Fremont St (NE 46th Ave), Portland, OR 97213",Portland,US,,0.8871637163716372,1.0
15,"45.54827571,-122.6111636",2f960015f1894678461ace1a,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",Stanich's Ten Till One Tavern,"4915 NE Fremont St, Portland, OR 97213",Portland,US,,,
16,"45.54827571,-122.6111636",77537a398c0b4ac163db0b80,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",SouthFork,"4605 NE Fremont St, Portland, OR 97213",Portland,US,,,
17,"45.553917,-122.6020709",5a9c91fd356b49667b5acd08,13007,Beer Garden,"[{'id': 13007, 'name': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}, {'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13072, 'name': 'Asian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",Cully Central,"4579 NE Cully Blvd (NE 60th Ave), Portland, OR 97218",Portland,US,8.6,0.9802855285528553,2.0
18,"45.553917,-122.6020709",472a4e60f964a520eb4b1fe3,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Spirits Pub,"4037 NE Cully Blvd (Cully and Mason), Portland, OR 97213",Portland,US,5.7,0.9173792379237924,2.0
19,"45.51658489,-122.6160378",46a09fb9f964a5201e491fe3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13007, 'name': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Belmont Station,"4500 SE Stark St (at 45th Ave.), Portland, OR 97215",Portland,US,9.0,0.9810606060606061,2.0
20,"45.51658489,-122.6160378",40c10d00f964a520d8001fe3,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Horse Brass Pub,"4534 SE Belmont St (at SE 45th Ave), Portland, OR 97215",Portland,US,8.7,0.9760726072607261,2.0
21,"45.51658489,-122.6160378",4e0f614314956c628503e1ba,13145,Fast Food Restaurant,"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Kure Juice Bar,"4409 SE Hawthorne Blvd (at SE 44th), Portland, OR 97215",Portland,US,8.8,0.9190544054405441,1.0
22,"45.51658489,-122.6160378",61a1ab780bacac3ff185efb7,13025,Wine Bar,"[{'id': 13025, 'name': 'Wine Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}]",Nil,"4243 SE Belmont St, Portland, OR 97215",Portland,US,,0.9161041104110411,2.0
23,"45.51658489,-122.6160378",57732ea6498e1d8ca4e976e5,13007,Beer Garden,"[{'id': 13007, 'name': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}]",Hindsight Beer Cart Portland,"4250 SE Belmont St, Portland, OR 97215",Portland,US,,0.897039703970397,1.0
24,"45.49333654,-122.6233971",42250200f964a520c11f1fe3,13016,Lounge,"[{'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Gladstone Street Pub,"3737 SE Gladstone St (btw SE 37th Ave and SE 39th Ave), Portland, OR 97202",Portland,US,8.2,0.9895614561456145,1.0
25,"45.49333654,-122.6233971",5d4f8f3638726c0008953c67,13040,Dessert Shop,"[{'id': 13040, 'name': 'Dessert Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}}, {'id': 13072, 'name': 'Asian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}, {'id': 13272, 'name': 'Ramen Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}}]",Hapa PDX Ramen & Whiskey,"3848 SE Gladstone St, Portland, OR 97202",Portland,US,,0.9761601160116011,
26,"45.49333654,-122.6233971",5826912f453a547f72c6a5b2,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Coffee Beer,"4142 SE 42nd Ave (Boise St.), Portland, OR 97206",Portland,US,8.0,0.9756975697569757,1.0
27,"45.49333654,-122.6233971",60568f46f82e9541b024b8af,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",13th Moon Gravity Well,"4513 SE 41st Ave (Holgate), Portland, OR 97202",Portland,US,,0.9333808380838083,
28,"45.49333654,-122.6233971",622058a75e5fb80e4bffe5bd,13021,Speakeasy,"[{'id': 13021, 'name': 'Speakeasy', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/secretbar_', 'suffix': '.png'}}]",Club Obi Wan,"3900 SE Center St (Cesar Chavez), Portland, OR 97202",Portland,US,,0.8934768476847684,3.0
29,"45.50280906,-122.6535398",633a49fb02cb37057463def3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",The Beermongers,"2415 SE 11th Ave, Portland, OR 97214",Portland,US,,0.9813981398139814,
30,"45.50280906,-122.6535398",61b26fa55f802344d93dd762,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Chuckanut Brewery - P.Nut Beerhall,"920 SE Caruthers St (at SE 9th Ave), Portland, OR 97214",Portland,US,,0.9760601060106011,
31,"45.50280906,-122.6535398",4bd11653462cb713dfcbd907,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13007, 'name': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Apex,"1216 SE Division St (at SE 12th St), Portland, OR 97202",Portland,US,8.9,0.9610836083608361,1.0
32,"45.50280906,-122.6535398",40b13b00f964a52046f51ee3,13010,Dive Bar,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13015, 'name': 'Karaoke Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/karaoke_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Bear Paw Inn,"3237 SE Milwaukie Ave, Portland, OR 97202",Portland,US,6.1,0.9581958195819582,2.0
33,"45.50280906,-122.6535398",5c1daad71ffe97002cd9fcdd,13025,Wine Bar,"[{'id': 13025, 'name': 'Wine Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The Place,"1212 SE Powell Blvd, Portland, OR 97202",Portland,US,,0.9542454245424542,2.0
34,"45.50280906,-122.6535398",5a669c530457b7595091a303,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13097, 'name': 'Caribbean Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/caribbean_', 'suffix': '.png'}}, {'id': 13135, 'name': 'Cuban Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cuban_', 'suffix': '.png'}}]",Palomar,"959 SE Division St, Portland, OR 97214",Portland,US,8.5,0.9539078907890789,3.0
35,"45.50280906,-122.6535398",4ebdacd2be7b04923b74cf22,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13379, 'name': 'Vietnamese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}}]",Double Dragon,"1235 SE Division St (at SE 12th Ave), Portland, OR 97202",Portland,US,9.0,0.9427567756775678,1.0
36,"45.50280906,-122.6535398",4f07c201e4b09d21f5e65167,10010,Comedy Club,"[{'id': 10010, 'name': 'Comedy Club', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/comedyclub_', 'suffix': '.png'}}, {'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Funhouse Lounge,"2432 SE 11th Ave (Division), Portland, OR 97214",Portland,US,7.0,0.9249299929992999,2.0
37,"45.50280906,-122.6535398",5096af7ae4b0e34d63b6df1e,13059,Juice Bar,"[{'id': 13059, 'name': 'Juice Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/juicebar_', 'suffix': '.png'}}]",Portland Juice Press,"3111 SE 13th Ave, Portland, OR 97202",Portland,US,,0.8878887888788879,1.0
38,"45.50280906,-122.6535398",5f356a24a60eae6e9e3ecb14,13007,Beer Garden,"[{'id': 13007, 'name': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}]",Paulie’s Patio,"2415 SE 11th Ave (Division), Portland, OR 97214",Portland,US,,0.8783628362836283,1.0
39,"45.52175423,-122.6810794",42a24080f964a520da241fe3,13338,Seafood Restaurant,"[{'id': 13338, 'name': 'Seafood Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}}]",Portland City Grill,"111 SW 5th Ave (at SW Pine St), Portland, OR 97204",Portland,US,8.3,0.9926117611761176,3.0
40,"45.52175423,-122.6810794",40d77680f964a5205d011fe3,10001,Amusement Park,"[{'id': 10001, 'name': 'Amusement Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}}, {'id': 10003, 'name': 'Arcade', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/arcade_', 'suffix': '.png'}}]",Ground Kontrol Classic Arcade,"511 NW Couch St (btwn NW 5th & NW 6th Ave), Portland, OR 97209",Portland,US,8.8,0.9922242224222422,1.0
41,"45.52175423,-122.6810794",55443d9b498e1e2d82b6437c,10032,Night Club,"[{'id': 10032, 'name': 'Night Club', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}, {'id': 13011, 'name': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Stag PDX,"317 NW Broadway, Portland, OR 97209",Portland,US,7.3,0.9905615561556156,2.0
42,"45.52175423,-122.6810794",40b13b00f964a520f0f51ee3,13011,Gay Bar,"[{'id': 13011, 'name': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}}, {'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",Scandals,"1125 SW Harvey Milk St (btwn 11th & 12th St.), Portland, OR 97205",Portland,US,6.8,0.9904990499049905,2.0
43,"45.52175423,-122.6810794",422b9980f964a520c81f1fe3,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",Rialto Poolroom Bar & Cafe,"529 SW 4th Ave (at SW Alder St), Portland, OR 97204",Portland,US,6.5,0.9888113811381138,
44,"45.52175423,-122.6810794",5c25d58e86f4cc002cd9cb34,13011,Gay Bar,"[{'id': 13011, 'name': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}}]",Silverado Nightclub,"611 NW Couch St (6th Avenue), Portland, OR 97209",Portland,US,,0.9864236423642364,2.0
45,"45.52175423,-122.6810794",40b13b00f964a52097f51ee3,13010,Dive Bar,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13344, 'name': 'Southern / Soul Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/southern_', 'suffix': '.png'}}]",Kelly's Olympian,"426 SW Washington St (btwn SW 4th & SW 5th Ave), Portland, OR 97204",Portland,US,7.6,0.985998599859986,2.0
46,"45.52175423,-122.6810794",48837e4ef964a52036511fe3,13065,Restaurant,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Deschutes Brewery Portland Public House,"210 NW 11th Ave (at NW Davis St), Portland, OR 97209",Portland,US,8.9,0.9854985498549855,2.0
47,"45.52175423,-122.6810794",40b13b00f964a520f1f51ee3,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}, {'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Scooter McQuade's Restaurant & Bar,"1321 SW Washington St, Portland, OR 97205",Portland,US,6.7,0.9836858685868587,1.0
48,"45.52175423,-122.6810794",458a8c06f964a520e73f1fe3,13338,Seafood Restaurant,"[{'id': 13338, 'name': 'Seafood Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}}]",Jake's Famous Crawfish,"401 SW 12th Ave (at SW Stark St), Portland, OR 97205",Portland,US,8.1,0.9815106510651065,3.0
49,"45.50512504,-122.6533681",633a49fb02cb37057463def3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",The Beermongers,"2415 SE 11th Ave, Portland, OR 97214",Portland,US,,0.9813981398139814,
50,"45.50512504,-122.6533681",61b26fa55f802344d93dd762,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Chuckanut Brewery - P.Nut Beerhall,"920 SE Caruthers St (at SE 9th Ave), Portland, OR 97214",Portland,US,,0.9760601060106011,
51,"45.50512504,-122.6533681",4e90e7eeb8039b45581cd1aa,13010,Dive Bar,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",The Firkin Tavern,"1937 SE 11th Ave (at Harrison), Portland, OR 97214",Portland,US,6.6,0.9636588658865887,2.0
