,lat,business_id,category_name,name,address,city,state,country,transactions,reviews,rating,price_scale,price,distance_4rm_bike
1109,-122.6497686,_PC_X3tOm5ivqtOMWEKkew,Dive Bars,The Sandy Hut,"['1430 NE Sandy Blvd', 'Portland, OR 97232']",Portland,OR,US,"['pickup', 'delivery']",166,4.0,1,$,111
1110,-122.6497686,26CgmajAEW_oD06E8RBCwQ,Bars,Hungry Tiger,"['213 SE 12th Ave', 'Portland, OR 97214']",Portland,OR,US,['delivery'],477,3.5,1,$,471
1111,-122.6497686,uW78I7vXFrMoaTPFzcsqgQ,American (Traditional),Blue Diamond,"['2016 NE Sandy Blvd', 'Portland, OR 97232']",Portland,OR,US,['delivery'],51,4.0,1,$,400
1112,-122.6497686,0RoXdwfWFuy5m0k_Z0MVHw,Vietnamese,Pho Gia,"['1944 NE Sandy Blvd', 'Portland, OR 97232']",Portland,OR,US,"['pickup', 'delivery']",320,3.5,1,$,308
1113,-122.6497686,rAyxAxqKl66LK7V7i4oYxg,Sports Bars,Jackie’s,"['930 SE Sandy Blvd', 'Portland, OR 97214']",Portland,OR,US,[],55,3.5,2,$$,609
1114,-122.6497686,I8Krk_FEXbWNqv26Ny7W8w,Bagels,Henry Higgins Boiled Bagels,"['523 NE 19th Ave', 'Portland, OR 97232']",Portland,OR,US,"['pickup', 'delivery']",144,4.0,1,$,361
1115,-122.6497686,cFadNtYO5AYWl70tnwsn1w,Coffee & Tea,Triumph Coffee,"['201 SE 12th Ave', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",108,4.0,1,$,459
1116,-122.6497686,KcHRC9l9I3TI7vquWcLA5A,Bakeries,Franz Bakery Outlet Store,"['311 NE 11th Ave', 'Portland, OR 97232']",Portland,OR,US,['delivery'],11,4.0,1,$,401
1117,-122.6497686,sHmYWLsJM44yoU8YyGaz_A,Italian,Michael's Italian Beef & Sausage,"['1111 SE Sandy Blvd', 'Portland, OR 97214']",Portland,OR,US,['delivery'],233,3.5,1,$,418
1118,-122.6434118,OQ2oHkcWA8KNC1Lsvj1SBA,Southern,Screen Door Eastside,"['2337 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",8257,4.5,2,$$,139
1119,-122.6434118,Qm24Wi_TaNvS7Si_DJqS6Q,Italian,Luce,"['2140 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],324,4.0,2,$$,30
1120,-122.6434118,VB1HluH8vNIV0-l0CyPSeQ,Seafood,Davenport,"['2215 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],162,4.0,3,$$$,23
1121,-122.6434118,9LdZRadOxNbKs-5-DVEUXA,Mexican,Ole Ole,"['2137 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",341,4.0,1,$,37
1122,-122.6434118,8aZekoyz2x2rVDfrJ27SDw,Middle Eastern,Tusk,"['2448 East Burnside St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],541,4.0,2,$$,231
1123,-122.6434118,qBZPjvQ5nkvZofauspi42w,Cafes,Heart Roasters,"['2211 E Burnside', 'Portland, OR 97205']",Portland,OR,US,['delivery'],437,4.0,1,$,22
1124,-122.6434118,Ur7o-5FviIC9YmJqsGKR6A,Desserts,Soro Soro Coffee & Dessert,"['2250 E Burnside St', 'Unit C', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",325,4.5,2,$$,84
1125,-122.6434118,Kv85DtmBK14Is2YRf7LDIQ,Delis,Sammich,"['2137 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",225,4.5,2,$$,37
1126,-122.6434118,nmE3iEdJXM0wSywBsSQcBQ,Tapas/Small Plates,Bar Vivant,"['2225 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],27,3.5,2,$$,50
1127,-122.6434118,_S33qYosNP-x3R8V03TeCQ,American (New),The Slide Inn,"['2348 SE Ankeny St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",448,4.0,2,$$,176
1128,-122.6434118,dfhFtNJsprhyQinzjExyiw,Desserts,Pix Patisserie,"['2225 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,[],767,4.0,2,$$,50
1129,-122.6434118,F317GtIk6eh9ra0A8szBlg,German,Stammtisch,"['401 NE 28th Ave', 'Portland, OR 97232']",Portland,OR,US,"['delivery', 'pickup']",501,4.5,2,$$,569
1130,-122.6434118,_xROQW3HOI999RFoxYCBwg,Coffee Roasteries,Kopi Coffee House,"['2327 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],297,4.5,2,$$,128
1131,-122.6434118,U4U90BdHDl3MPeBtG8QUZw,Breakfast & Brunch,EastBurn Public House,"['1800 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'restaurant_reservation', 'pickup']",840,4.0,2,$$,305
1132,-122.6434118,8st0Up132yLiYZof7lt5MQ,Pizza,Ken's Artisan Pizza,"['304 SE 28th Ave', 'Portland, OR 97209']",Portland,OR,US,['delivery'],841,4.5,2,$$,552
1133,-122.6434118,jVP9O2VtMtKa_KfDYWXiOA,Hawaiian,Ate-Oh-Ate,"['2454 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",569,4.0,2,$$,247
1134,-122.6434118,3L-ezs0VANOtmdJDlbha1Q,Mexican,Güero,"['200 NE 28th Ave', 'Portland, OR 97232']",Portland,OR,US,['delivery'],629,4.5,2,$$,524
1135,-122.6434118,7GcexvTjgyDcGg4I9U6aPw,Chicken Wings,Fire On the Mountain,"['1708 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,[],1235,4.0,2,$$,380
1136,-122.6434118,uX5Sc4IPRqoH8rD6bqeDVg,American (Traditional),Ankeny Tap & Table,"['2724 SE Ankeny St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",194,4.5,2,$$,455
1137,-122.6434118,WWlkufMDXMmgOjnD_s1Wfg,Mexican,Matador East Portland,"['2424 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",569,3.5,2,$$,200
1138,-122.6633379,hE_-FKuNgf6mzq4j3isrXw,Pizza,Mt. Hood Brewing Co. - Tilikum Station,"['401 SE Caruthers St', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",103,4.0,2,$$,137
1139,-122.6633379,PiLzOVPqLcW-5V84F1kTNg,Boat Charters,Portland Spirit Cruises and Events,"['110 SE Caruthers St', 'Portland, OR 97214']",Portland,OR,US,[],338,3.5,3,$$$,97
1140,-122.6633379,26O0Y35Y4uqBUKsTxZ8JzQ,Breweries,Ground Breaker Brewing,"['2030 SE 7th Ave', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",252,4.0,2,$$,422
1141,-122.6633379,pdNRH4yywzRrjIHIXbyPFg,Italian,Bocci's on 7th,"['1728 SE 7th Ave', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",149,4.5,2,$$,593
1142,-122.6633379,9UU_z68vovCvs2OERu6BKg,Mexican,Aprisa Mexican Cuisine,"['2311 SE 8th Ave', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",254,4.0,1,$,417
1143,-122.6633379,Or9K9hg4SVlyvvNcGtNKwA,American (New),Theory Eatery At OMSI,"['1945 SE Water Ave', 'Oregon Museum of Science and Industry', 'Portland, OR 97214']",Portland,OR,US,[],72,3.5,2,$$,264
1144,-122.6633379,fIeFRXlcDANI8drSWrxODg,Coffee & Tea,7th Street Espresso,"['2204 SE 7th Ave', 'Bldg B', 'Portland, OR 97214']",Portland,OR,US,['delivery'],12,4.5,1,$,376
1145,-122.6633379,YV_2_VW0P6eqjQToMdiktA,Mexican,Taqueria Pardos,"['1724 SE Grand Ave', 'Portland, OR 97214']",Portland,OR,US,[],14,4.0,1,$,515
1146,-122.6363119,AbSIqDPWxkaoPDrVsFgoEw,Cuban,CUBO de cuba,"['3106 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",508,4.0,2,$$,211
1147,-122.6363119,k3FzKinhC-dAGdhJGSXl_w,Thai,Khao Moo Dang,"['3145 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",260,4.5,2,$$,270
1148,-122.6363119,Te7uMOlVQYCb6M5ZC3vnug,Poke,SeaSweets Poke,"['1505 SE 31st Ave', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",340,4.5,2,$$,176
1149,-122.6363119,49KEePxtz8UdVzYQjAS-jw,Coffee & Tea,Tōv,"['3207 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,['delivery'],608,4.5,2,$$,309
1150,-122.6363119,GtVsVznFezaZFSdLCKE-uQ,Sports Bars,Claudia's Sports Pub,"['3006 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,['delivery'],118,3.5,1,$,137
1151,-122.6363119,796ZoJgYnPvMIhmLs9zz1g,Greek,Bluto's,"['2838 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,[],121,4.5,2,$$,474
1152,-122.6363119,tz-u3ibvFAqGlMd3xqGDjw,Thai,Rukdiew Cafe,"['2534 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",111,4.5,2,$$,530
1153,-122.6363119,hWaIpVxO7JnGBxxmtyp5Ow,Breakfast & Brunch,The Hazel Room,"['3279 SE Hawthorne', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",453,4.0,2,$$,411
1154,-122.6363119,J5lXF4pmozE2HMoUpHyiTw,Sri Lankan,Mirisata,"['2420 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",138,4.5,2,$$,591
1155,-122.6363119,yv9jvt_58q9ZQzl9i8xUmw,Bakeries,Grand Central Bakery,"['2230 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,['delivery'],246,4.5,1,$,492
1156,-122.6363119,43PU7kmd2jxAWKy_DP9D7g,Bars,Sweet Hereafter,"['3326 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],486,4.0,2,$$,671
1157,-122.6363119,5ZWTTKeHpGFLSFv9VhSITw,Coffee & Tea,Coava Coffee Roasters,"['2631 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,['delivery'],147,4.0,1,$,183
1158,-122.6363119,iPfG02eYt2frfgTuF_4TFQ,Middle Eastern,TarBoush Lebanese Bistro & Bar,"['3257 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",336,4.0,2,$$,375
1159,-122.6363119,-jMFsujyc7mi7UGW275Hzw,Bars,Bare Bones Cafe & Bar,"['2908 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",243,4.0,2,$$,479
1160,-122.6363119,e3329CxaXKyNfdkuoAC5KA,Food Trucks,La Morenita,"['3207 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,['delivery'],65,4.5,1,$,307
1161,-122.6363119,lKi4WS8MZzZ-jnwxVHINgg,Pizza,Straight From New York Pizza,"['3330 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",360,4.0,1,$,671
1162,-122.6363119,6grJmwCeOx5cz45NFChijg,Thai,Mai Thai Portland ,"['3104 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",214,3.5,2,$$,519
1163,-122.6363119,J7g3KZtSgULwZUHRz4mMmw,Pizza,Rovente Pizzeria,"['2394 SE Hawthorne Blvd', 'Portland, OR 97214']",Portland,OR,US,['delivery'],156,4.0,1,$,405
1164,-122.6363119,lGC2aDmVmGUK35KvG5dlNg,Seafood,Batterfish,"['3336 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",58,4.5,2,$$,681
1165,-122.6363119,i_Rt8SYz8Hkobqm48ZLhng,Vegan,Daily Fuel,"['3342 SE Belmont St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],70,4.0,2,$$,685
1166,-122.6514316,0OLouFEhEm3pIh4SxdPF-w,Modern European,Swiss Hibiscus,"['4950 NE 14th Ave', 'Portland, OR 97211']",Portland,OR,US,['delivery'],565,5.0,2,$$,44
1167,-122.6514316,Un6u2cECyV4nZb_HGZ-uTA,American (New),Tin Shed Garden Cafe,"['1438 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],1928,4.5,2,$$,48
1168,-122.6514316,z90h5I91-mFd6CO7uoIy1w,Sushi Bars,Bamboo Sushi,"['1409 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",260,4.0,2,$$,17
1169,-122.6514316,63PrCfBDcRpBf4MT-6_gQQ,Thai,Hat Yai,"['1605 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],649,4.5,2,$$,458
1170,-122.6514316,ClKtrr9LUlmg0rKvMGEOZA,American (New),Radio Room,"['1101 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],769,3.5,2,$$,225
1171,-122.6514316,rufqOvxn-3uNIA7mPUjADA,Sandwiches,Fuel Cafe,"['1452 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",372,4.0,2,$$,75
1172,-122.6514316,OhMod_jcp8kz2afxajIErA,Italian,Gumba,"['1733 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",431,4.5,2,$$,330
1173,-122.6514316,uqoDEbmTjIws3kW2xNXpxw,Bakeries,Petite Provence,"['1824 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",1394,4.5,2,$$,409
1174,-122.6514316,cehFHBeFGBBRuEvsdDO4pA,Vegan,The Bye and Bye,"['1011 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],914,4.0,2,$$,294
1175,-122.6514316,Ks1YQT98gLKcas9SDvnswA,Coffee Roasteries,Case Study Coffee,"['1422 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],204,4.5,1,$,35
1176,-122.6514316,kFM82FFq3y1Zzm0UR-bJdA,Vietnamese,Dolicious,"['1505 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],111,4.5,1,$,149
1177,-122.6514316,g1Qok-8QvCHuZV0HL0DX5w,Gastropubs,Grain & Gristle,"['1473 NE Prescott St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],491,4.0,2,$$,415
1178,-122.6514316,X_i2OkEmx26h1LxYgrIoUg,Dive Bars,Donnie Vegas,"['1203 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],95,4.0,1,$,158
1179,-122.6514316,OTaBVE8hN_sHf1shpR_Flg,Barbeque,Podnah's Pit Barbecue,"['1625 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",1559,4.0,2,$$,476
1180,-122.6514316,tXEC_kp_owg-9iN-iQvlNw,Chinese,Yang‘s Noodle,"['1625 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",192,4.0,2,$$,242
1181,-122.6514316,OVNiRWmNJuLHYzN6bIbxSA,Chicken Wings,Alberta Street Market,"['909 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],107,4.5,1,$,387
1182,-122.6514316,szCpLKuocAQnErkNiElHNw,Beer Bar,Alberta Street Pub,"['1036 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",161,4.0,2,$$,259
1183,-122.6514316,Wm3pOIWzjzttU7TgGGyM7Q,Mexican,La Taq,"['1625 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,"['pickup', 'delivery']",234,4.0,2,$$,467
1184,-122.6514316,3mX3Z_og-fSaE94834bAWA,Wine Bars,Les Caves: A Winery Bar,"['1719 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,[],78,4.5,3,$$$,311
1185,-122.6514316,fB_5spv5lePKEri_06y2jg,Sushi Bars,Zilla Sake,"['1806 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],306,4.0,2,$$,376
1186,-122.6554307,ClKtrr9LUlmg0rKvMGEOZA,American (New),Radio Room,"['1101 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],769,3.5,2,$$,88
1187,-122.6554307,cehFHBeFGBBRuEvsdDO4pA,Vegan,The Bye and Bye,"['1011 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],914,4.0,2,$$,29
1188,-122.6554307,OVNiRWmNJuLHYzN6bIbxSA,Chicken Wings,Alberta Street Market,"['909 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],107,4.5,1,$,76
1189,-122.6554307,szCpLKuocAQnErkNiElHNw,Beer Bar,Alberta Street Pub,"['1036 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",161,4.0,2,$$,56
1190,-122.6554307,0OLouFEhEm3pIh4SxdPF-w,Modern European,Swiss Hibiscus,"['4950 NE 14th Ave', 'Portland, OR 97211']",Portland,OR,US,['delivery'],565,5.0,2,$$,312
1191,-122.6554307,Un6u2cECyV4nZb_HGZ-uTA,American (New),Tin Shed Garden Cafe,"['1438 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],1928,4.5,2,$$,355
1192,-122.6554307,yI5MIZrslIYySGkao_dRlQ,Acai Bowls,Carioca Bowls,"['827 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",244,4.5,2,$$,115
1193,-122.6554307,cBifD6-Xkao1W_P0aZ21JA,Cocktail Bars,Keys Lounge,"['533 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",105,4.5,2,$$,548
1194,-122.6554307,X_i2OkEmx26h1LxYgrIoUg,Dive Bars,Donnie Vegas,"['1203 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],95,4.0,1,$,153
1195,-122.6554307,g1Qok-8QvCHuZV0HL0DX5w,Gastropubs,Grain & Gristle,"['1473 NE Prescott St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],491,4.0,2,$$,573
1196,-122.6554307,Tjkzssv2oQXTBUl2P-pPFA,Tacos,Pig Patas Tacos,"['445 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",205,4.5,2,$$,574
1197,-122.6554307,z90h5I91-mFd6CO7uoIy1w,Sushi Bars,Bamboo Sushi,"['1409 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",260,4.0,2,$$,326
1198,-122.6554307,WGAyRQPiWbPORoyq2T0vpg,Ethiopian,Bole Restaurant,"['915 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],155,4.5,2,$$,68
1199,-122.6554307,xPWY5meSaqHebdNalWcUDw,Turkish,PDX Dönerländ,"['625 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],116,4.5,1,$,502
1200,-122.6554307,7771reSOaqw3WNlOfD1wFA,Ethiopian,Aberus Ethiopian Restaurant,"['438 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,[],150,4.5,2,$$,552
1201,-122.6554307,kFM82FFq3y1Zzm0UR-bJdA,Vietnamese,Dolicious,"['1505 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,['delivery'],111,4.5,1,$,460
1202,-122.6554307,rufqOvxn-3uNIA7mPUjADA,Sandwiches,Fuel Cafe,"['1452 NE Alberta St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",372,4.0,2,$$,383
1203,-122.6554307,OUzCu3FYgPq3Vnay16JLZQ,Food Trucks,The Original Halibuts,"['625 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",138,4.5,2,$$,514
1204,-122.6554307,1oEoAtpZaOaTB8VbOjJqmg,Food Trucks,Bella's Cravings,"['625 NE Killingsworth St', 'Portland, OR 97211']",Portland,OR,US,"['delivery', 'pickup']",80,5.0,2,$$,501
1205,-122.6554307,HPt2ODQ5fPOELewJz0bhyw,Performing Arts,Curious Comedy Theater,"['5225 NE Martin Luther King Blvd', 'Portland, OR 97211']",Portland,OR,US,[],116,4.5,1,$,528
1206,-122.6619177,6VhcvzGrfYYSygc9UKYfQw,Thai,Nong's Khao Man Gai,"['609 SE Ankeny St', 'Ste C', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",2100,4.5,2,$$,238
1207,-122.6619177,NDyx6d5639qT8Lw4mDFg0Q,Japanese,Wa Kitchen Kuu,"['125 NE Martin Luther King Jr Blvd', 'Portland, OR 97232']",Portland,OR,US,['delivery'],162,4.5,2,$$,34
1208,-122.6619177,zMp86mJ_SGvQkFnKXjpXVQ,Wine Bars,Canard,"['734 E Burnside', 'Portland, OR 97214']",Portland,OR,US,[],406,4.5,2,$$,326
1209,-122.6619177,--UNNdnHRhsyFUbDgumdtQ,French,Le Pigeon,"['738 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],1308,4.5,3,$$$,327
1210,-122.6619177,rOp1I5bnfhdloaNUGwIlxA,Sushi Bars,Mirakutei Sushi & Ramen ,"['536 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,"['delivery', 'pickup']",612,4.0,2,$$,174
1211,-122.6619177,LF65QfBQbbH6gNi0FTCwxg,Cocktail Bars,Pacific Standard,"['100 NE Martin Luther King Jr Blvd', 'Portland, OR 97232']",Portland,OR,US,[],36,4.0,2,$$,38
1212,-122.6619177,9P-lp3AWDXGayDqJz9VPwQ,Ramen,Kinboshi Ramen,"['609 SE Ankeny St', 'Ste A', 'Portland, OR 97214']",Portland,OR,US,['delivery'],732,4.0,2,$$,238
1213,-122.6619177,lBRlHsXgBwWszAaVcV6dYg,Pizza,Sizzle Pie,"['624 E Burnside', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",1094,4.0,1,$,240
1214,-122.6619177,3MIhYQRC6XUKZjIZbxRrYA,Chinese,Bao Bao,"['545 NE Couch St', 'Portland, OR 97232']",Portland,OR,US,"['pickup', 'delivery']",346,4.5,2,$$,153
1215,-122.6619177,plCfeFJ_D3IdjowF45riUA,Cocktail Bars,Scotch Lodge,"['215 SE 9th Ave', 'Ste 102', 'Portland, OR 97214']",Portland,OR,US,['delivery'],139,4.5,2,$$,467
1216,-122.6619177,o48BkAjscsv4NmTu2pXu0A,Coffee & Tea,Ranger Chocolate,"['118 NE Martin Luther King Jr Blvd', 'Portland, OR 97232']",Portland,OR,US,['delivery'],246,4.5,2,$$,60
1217,-122.6619177,jHLrX42I1lEcEg4WMMKP9A,Breakfast & Brunch,Hey Love,"['920 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,[],315,4.0,2,$$,452
1218,-122.6619177,1nICZp2gFtilOxHA2C8WtQ,Donuts,Delicious Donuts,"['12 SE Grand Ave', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",310,4.5,1,$,175
1219,-122.6619177,OT7iklmaiTrqa_nHLkuLFg,Tapas Bars,Bar Casa Vale,"['215 SE 9th Ave', 'Portland, OR 97214']",Portland,OR,US,['delivery'],210,4.0,3,$$$,468
1220,-122.6619177,8gQD0Lb704HuirVBC9-zcA,Wineries,Coopers Hall,"['404 SE 6th Ave', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",148,4.5,2,$$,460
1221,-122.6619177,3u3Xllz8NezyMjH6zsGp9w,French,C'est Si Bon! Bistro+Vins,"['22 NE 7th Ave', 'Portland, OR 97232']",Portland,OR,US,['delivery'],157,4.5,2,$$,269
1222,-122.6619177,xeFke1EuoYXOZaX1rTQYEw,Thai,Thai Champa,"['938 E Burnside St', 'Portland, OR 97214']",Portland,OR,US,['delivery'],374,4.5,1,$,437
1223,-122.6619177,KLRigTpt_SSNp08KBVvV0A,Sandwiches,Snappy’s,"['609 SE Ankeny St', 'Portland, OR 97214']",Portland,OR,US,"['pickup', 'delivery']",89,4.5,2,$$,238
1224,-122.6619177,RCiDqkIHatRlB5GFN0dilQ,Wine Bars,Bar Botellón,"['606 NE Davis St', 'Portland, OR 97232']",Portland,OR,US,['delivery'],61,5.0,1,$,198
1225,-122.6619177,Awkz5NYcJ6Da6wXKlIPd3g,Breweries,Wayfinder Beer,"['304 SE 2nd Ave', 'Portland, OR 97124']",Portland,OR,US,['delivery'],312,4.0,2,$$,375
1226,-122.6775563,qeuJgUdcmL5yAweOsMm6rA,Brewpubs,Deschutes Brewery Portland Public House,"['210 NW 11th Ave', 'Portland, OR 97209']",Portland,OR,US,"['delivery', 'pickup']",3427,4.0,2,$$,340
1227,-122.6775563,0jlUpkdXg3LCE44UKKhjqA,American (New),Portland City Grill,"['111 SW 5th Ave', 'Fl 30', 'Portland, OR 97204']",Portland,OR,US,"['delivery', 'pickup']",3285,4.0,3,$$$,342
1228,-122.6775563,n73rxa6e6-fTIxQzfv4BuA,Breakfast & Brunch,Mother’s Bistro & Bar,"['121 SW 3rd Ave', 'Portland, OR 97204']",Portland,OR,US,"['delivery', 'pickup']",4899,4.5,2,$$,433
1229,-122.6775563,IjDXcfC08t3ZUUruUXzM0w,Thai,Farmhouse Kitchen Thai Cuisine,"['121 NW 9th Ave', 'Portland, OR 97209']",Portland,OR,US,[],499,4.0,2,$$,253
1230,-122.6775563,zlg8Z8COVU1Ju9QNqdZA3w,Vietnamese,Butterfly Belly Asian Cuisine,"['323 NW Park Ave', 'Portland, OR 97209']",Portland,OR,US,"['delivery', 'pickup']",519,4.0,2,$$,159
1231,-122.6775563,sJsccWG0XZAZIm6zI8I20w,Southern,Screen Door Pearl District,"['1131 NW Couch St', 'Portland, OR 97209']",Portland,OR,US,['delivery'],576,4.5,2,$$,425
1232,-122.6775563,GSDQWamRrcFiNUgILz5d3g,Greek,Eleni's Philoxenia,"['112 NW 9th Ave', 'Portland, OR 97255']",Portland,OR,US,"['delivery', 'pickup']",355,4.0,2,$$,207
1233,-122.6775563,7ZAROGg-KIYpa4tCSYKWHg,Bars,Tanner Creek Tavern,"['875 NW Everett St', 'Portland, OR 97209']",Portland,OR,US,['delivery'],126,4.0,2,$$,180
1234,-122.6775563,fP45Ns78xlfeAs2ouHklOg,Breakfast & Brunch,Cheryl’s on 12th,"['1135 SW Washington St', 'Portland, OR 97205']",Portland,OR,US,"['delivery', 'pickup']",2409,4.5,2,$$,564
1235,-122.6775563,-CwAD4uygc6BkQER_jqzsg,Gay Bars,Stag PDX,"['317 NW Broadway', 'Portland, OR 97209']",Portland,OR,US,[],117,3.5,2,$$,53
1236,-122.6775563,UAido61OqOmR4P7zQB-Duw,Italian,Grassa,"['1205 SW Washington St', 'Portland, OR 97205']",Portland,OR,US,"['delivery', 'pickup']",1971,4.0,2,$$,559
1237,-122.6775563,DbZ9dlJVZW68i9EzYqtcbA,Seafood,Jake's Famous Crawfish,"['401 SW 12th Ave', 'Portland, OR 97205']",Portland,OR,US,"['delivery', 'pickup']",1812,4.0,3,$$$,544
1238,-122.6775563,zM8B8ITOWbdFk1x4B7WZOw,Italian,Piattino,"['1140 NW Everett St', 'Portland, OR 97209']",Portland,OR,US,"['delivery', 'pickup']",517,4.0,2,$$,419
1239,-122.6775563,SRPHFZFJBtKj4M5AOqYPrA,Italian,Allora,"['504 NW 9th Ave', 'Portland, OR 97209']",Portland,OR,US,"['delivery', 'pickup']",328,4.0,2,$$,279
