,reviews,rating,ebikes,total_bikes
214,314,4.5,1,10
215,1078,4.5,1,10
216,640,3.5,1,10
217,383,3.5,1,10
218,305,4.5,1,10
219,597,4.0,1,10
220,318,4.0,1,10
221,105,5.0,1,10
222,50,4.5,1,10
223,136,4.5,1,10
224,220,4.0,1,10
225,789,4.5,1,10
226,114,4.5,1,10
227,190,3.5,1,10
228,110,4.5,1,10
229,163,4.5,1,10
230,127,4.0,1,10
231,38,4.5,1,10
232,586,3.5,1,10
233,96,4.5,2,11
234,881,3.5,2,11
235,253,4.5,2,11
236,174,4.0,2,11
237,93,4.5,2,11
238,719,4.0,2,11
239,105,5.0,2,11
240,404,4.0,2,11
241,1343,4.0,2,11
242,77,4.5,2,11
243,147,4.5,2,11
244,1710,4.0,2,11
245,201,4.5,2,11
246,38,4.0,2,11
247,943,4.5,2,11
248,197,4.5,2,11
249,167,4.0,2,11
250,23,4.5,2,11
251,299,4.0,2,11
252,56,4.5,2,11
253,629,4.5,2,5
254,555,4.0,2,5
255,441,4.0,2,5
256,404,4.0,2,5
257,245,4.0,2,5
258,511,4.5,2,5
259,8257,4.5,2,5
260,501,4.5,2,5
261,576,4.0,2,5
262,194,4.5,2,5
263,1610,4.0,2,5
264,457,4.0,2,5
265,541,4.0,2,5
266,841,4.5,2,5
267,103,4.0,2,5
268,1110,4.5,2,5
269,162,4.0,2,5
270,1288,4.0,2,5
271,569,4.0,2,5
272,314,4.0,2,5
273,1743,4.5,2,14
274,362,5.0,2,14
275,4899,4.5,2,14
276,3285,4.0,2,14
277,83,4.5,2,14
278,251,4.5,2,14
279,190,3.5,2,14
280,113,4.5,2,14
281,440,4.5,2,14
282,443,3.5,2,14
283,164,4.5,2,14
284,223,4.0,2,14
285,714,4.0,2,14
286,516,4.5,2,14
287,590,4.0,2,14
288,457,4.0,2,14
289,1403,4.0,2,14
290,424,4.0,2,14
291,742,4.0,2,14
292,221,4.5,2,14
293,821,4.5,4,10
294,451,4.0,4,10
295,705,4.0,4,10
296,272,4.0,4,10
297,1296,4.0,4,10
298,4181,4.5,4,10
299,76,4.5,4,10
300,380,4.5,4,10
301,268,4.0,4,10
302,197,4.5,4,10
303,319,4.5,4,10
304,155,4.5,4,10
305,90,4.5,4,10
306,639,4.0,4,10
307,891,4.5,4,10
308,412,4.0,4,10
309,260,4.0,4,10
310,283,4.0,4,10
311,572,4.0,4,10
312,195,4.5,4,10
313,245,4.0,1,18
314,223,4.0,1,18
315,403,4.0,1,18
316,945,4.0,1,18
317,338,4.0,1,18
318,846,4.5,1,18
319,128,4.0,1,18
320,1055,4.0,1,18
321,267,4.0,1,18
322,118,4.5,1,18
323,95,4.5,1,18
324,82,4.5,1,18
325,77,3.5,1,18
326,155,4.5,1,18
327,47,4.5,1,18
328,60,4.5,1,18
329,502,4.5,1,18
330,240,4.5,1,18
331,271,4.5,1,18
332,499,3.5,1,18
333,577,4.5,6,18
334,925,4.5,6,18
335,3202,4.5,6,18
336,92,5.0,6,18
337,97,4.5,6,18
338,339,4.0,6,18
339,1971,4.0,6,18
340,1812,4.0,6,18
341,522,4.5,6,18
342,197,4.5,6,18
343,84,4.5,6,18
344,305,4.5,6,18
345,380,4.5,6,18
346,18,4.0,6,18
347,371,4.5,6,18
348,132,4.5,6,18
349,295,4.5,6,18
350,205,4.0,6,18
351,891,4.5,6,18
352,1088,4.0,6,18
353,1329,4.0,3,6
354,191,4.5,3,6
355,1076,4.5,3,6
356,390,3.0,3,6
357,470,3.0,3,6
358,186,4.0,3,6
359,968,4.0,3,6
360,465,4.0,3,6
361,1337,4.0,3,6
362,873,4.0,3,6
363,72,4.5,3,6
364,362,4.0,3,6
365,121,4.5,3,6
366,374,4.5,3,6
367,496,4.0,3,6
368,1095,4.5,3,6
369,374,4.5,3,6
370,114,4.5,3,6
371,88,4.0,3,6
372,105,5.0,3,6
373,3427,4.0,13,18
374,576,4.5,13,18
375,499,4.0,13,18
376,925,4.5,13,18
377,1971,4.0,13,18
378,1812,4.0,13,18
379,517,4.0,13,18
380,779,4.0,13,18
381,1054,4.0,13,18
382,2409,4.5,13,18
383,355,4.0,13,18
384,3202,4.5,13,18
385,225,4.0,13,18
386,713,4.0,13,18
387,597,4.0,13,18
388,904,4.5,13,18
389,840,3.5,13,18
390,747,4.0,13,18
391,355,4.0,13,18
392,1225,4.0,13,18
393,197,4.5,4,10
394,380,4.5,4,10
395,334,4.0,4,10
396,306,3.0,4,10
397,374,3.5,4,10
398,891,4.5,4,10
399,111,4.0,4,10
400,476,3.5,4,10
401,336,3.5,4,10
402,591,4.0,4,10
403,705,4.0,4,10
404,1296,4.0,4,10
405,181,4.0,4,10
406,129,3.0,4,10
407,639,4.0,4,10
408,49,4.0,4,10
409,821,4.5,4,10
410,44,4.5,4,10
411,185,4.0,4,10
412,451,4.0,4,10
413,705,4.0,4,12
414,268,4.0,4,12
415,185,4.0,4,12
416,76,4.5,4,12
417,44,4.5,4,12
418,380,4.5,4,12
419,196,3.5,4,12
420,272,4.0,4,12
421,197,4.5,4,12
422,155,4.5,4,12
423,821,4.5,4,12
424,1296,4.0,4,12
425,17,4.5,4,12
426,891,4.5,4,12
427,451,4.0,4,12
428,4181,4.5,4,12
429,199,3.5,4,12
430,545,4.0,4,12
431,639,4.0,4,12
432,336,3.5,4,12
433,95,4.0,1,15
434,144,4.5,1,15
435,346,4.0,1,15
436,182,4.5,1,15
437,186,4.5,1,15
438,545,4.0,1,15
439,86,3.5,1,15
440,300,4.0,1,15
441,93,3.5,1,15
442,168,3.5,1,15
443,18,4.0,1,15
444,22,5.0,1,15
445,140,4.0,1,15
446,140,4.0,1,15
447,117,3.5,1,15
448,86,4.5,1,15
449,28,4.0,1,15
450,83,3.5,1,15
451,6,4.0,1,15
452,195,4.5,1,15
453,118,4.5,15,14
454,945,4.0,15,14
455,1055,4.0,15,14
456,47,4.5,15,14
457,925,4.5,15,14
458,3427,4.0,15,14
459,3202,4.5,15,14
460,128,4.0,15,14
461,79,4.0,15,14
462,340,4.0,15,14
463,155,4.5,15,14
464,328,4.0,15,14
465,502,4.5,15,14
466,517,4.0,15,14
467,178,4.5,15,14
468,301,4.0,15,14
469,226,4.5,15,14
470,1060,3.5,15,14
471,1088,4.0,15,14
472,779,4.0,15,14
473,295,3.5,8,12
474,3427,4.0,8,12
475,945,4.0,8,12
476,576,4.5,8,12
477,499,4.0,8,12
478,328,4.0,8,12
479,517,4.0,8,12
480,178,4.5,8,12
481,118,4.5,8,12
482,519,4.0,8,12
483,779,4.0,8,12
484,846,4.5,8,12
485,126,4.0,8,12
486,355,4.0,8,12
487,904,4.5,8,12
488,1055,4.0,8,12
489,306,4.0,8,12
490,245,4.0,8,12
491,362,5.0,8,12
492,1403,4.0,8,12
493,72,4.5,2,14
494,548,4.0,2,14
495,871,3.5,2,14
496,518,4.0,2,14
497,390,4.0,2,14
498,821,4.5,2,14
499,879,4.0,2,14
500,193,3.5,2,14
501,451,4.0,2,14
502,237,4.5,2,14
503,90,4.5,2,14
504,1296,4.0,2,14
505,4181,4.5,2,14
506,406,4.5,2,14
507,319,4.5,2,14
508,239,4.5,2,14
509,359,4.0,2,14
510,195,4.5,2,14
511,705,4.0,2,14
512,600,4.0,2,14
513,859,4.5,3,18
514,853,4.5,3,18
515,620,4.5,3,18
516,229,4.5,3,18
517,94,4.5,3,18
518,234,5.0,3,18
519,521,3.5,3,18
520,118,4.5,3,18
521,116,4.0,3,18
522,264,4.5,3,18
523,102,4.5,3,18
524,114,5.0,3,18
525,1273,3.5,3,18
526,88,4.5,3,18
527,53,4.5,3,18
528,161,4.0,3,18
529,269,4.5,3,18
530,494,4.0,3,18
531,64,4.0,3,18
532,151,4.0,3,18
533,51,3.5,7,19
534,95,4.5,7,19
535,127,3.0,7,19
536,83,4.0,7,19
537,17,3.5,7,19
538,75,3.5,7,19
539,17,3.5,7,19
540,451,4.0,3,18
541,821,4.5,3,18
542,4181,4.5,3,18
543,1296,4.0,3,18
544,260,4.0,3,18
545,369,3.0,3,18
546,319,4.5,3,18
547,283,4.0,3,18
548,191,3.5,3,18
549,249,4.0,3,18
550,705,4.0,3,18
551,197,4.5,3,18
552,412,4.0,3,18
553,380,4.5,3,18
554,639,4.0,3,18
555,676,4.0,3,18
556,539,4.0,3,18
557,891,4.5,3,18
558,265,4.0,3,18
559,95,4.0,3,18
560,415,4.0,2,18
561,371,4.0,2,18
562,500,4.0,2,18
563,454,4.0,2,18
564,962,3.5,2,18
565,1562,4.0,2,18
566,479,4.0,2,18
567,125,4.5,2,18
568,1314,4.0,2,18
569,475,4.0,2,18
570,170,4.0,2,18
571,547,4.0,2,18
572,454,4.5,2,18
573,210,4.0,2,18
574,438,3.5,2,18
575,321,3.5,2,18
576,229,4.0,2,18
577,581,4.5,2,18
578,258,4.0,2,18
579,54,4.5,2,18
580,853,4.5,4,12
581,620,4.5,4,12
582,859,4.5,4,12
583,521,3.5,4,12
584,102,4.5,4,12
585,118,4.5,4,12
586,114,5.0,4,12
587,264,4.5,4,12
588,1273,3.5,4,12
589,494,4.0,4,12
590,274,4.0,4,12
591,234,5.0,4,12
592,151,4.0,4,12
593,39,4.0,4,12
594,469,3.5,4,12
595,73,4.0,4,12
596,229,4.5,4,12
597,130,4.5,4,12
598,217,4.5,4,12
599,88,4.5,4,12
600,179,3.5,1,12
601,156,4.5,1,12
602,109,4.5,1,12
603,245,4.5,1,12
604,1743,4.5,7,18
605,251,4.5,7,18
606,164,4.5,7,18
607,4899,4.5,7,18
608,440,4.5,7,18
609,590,4.0,7,18
610,424,4.0,7,18
611,595,4.5,7,18
612,516,4.5,7,18
613,742,4.0,7,18
614,3285,4.0,7,18
615,688,4.0,7,18
616,1151,4.0,7,18
617,615,3.5,7,18
618,256,4.5,7,18
619,395,3.5,7,18
620,381,4.5,7,18
621,187,5.0,7,18
622,1099,4.0,7,18
623,929,3.5,7,18
624,1971,4.0,6,18
625,1812,4.0,6,18
626,2409,4.5,6,18
627,747,4.0,6,18
628,1225,4.0,6,18
629,576,4.5,6,18
630,295,4.5,6,18
631,205,4.0,6,18
632,3427,4.0,6,18
633,713,4.0,6,18
634,925,4.5,6,18
635,355,4.0,6,18
636,522,4.5,6,18
637,404,3.5,6,18
638,233,4.0,6,18
639,266,4.0,6,18
640,3202,4.5,6,18
641,517,4.0,6,18
642,779,4.0,6,18
643,499,4.0,6,18
644,490,4.0,8,27
645,175,3.5,8,27
646,685,3.0,8,27
647,228,4.0,8,27
648,225,4.0,8,27
649,200,4.0,8,27
650,94,3.5,8,27
651,377,4.5,8,27
652,363,4.0,8,27
653,46,4.0,8,27
654,50,4.5,8,27
655,344,4.0,8,27
656,423,3.5,8,27
657,59,4.0,8,27
658,19,3.5,8,27
659,200,2.5,8,27
660,45,4.0,8,27
661,19,4.0,8,27
662,17,3.5,8,27
663,12,4.0,8,27
664,377,4.5,1,12
665,363,4.0,1,12
666,917,4.5,1,12
667,225,4.0,1,12
668,589,4.0,1,12
669,948,4.0,1,12
670,262,4.5,1,12
671,344,4.0,1,12
672,228,4.0,1,12
673,59,4.0,1,12
674,183,4.5,1,12
675,46,4.0,1,12
676,45,4.0,1,12
677,406,4.5,1,12
678,50,4.5,1,12
679,140,3.0,1,12
680,69,4.5,1,12
681,200,3.5,1,12
682,79,4.0,1,12
683,137,3.5,1,12
684,620,4.0,0,3
685,48,4.5,0,3
686,519,4.0,0,3
687,71,4.5,0,3
688,709,4.0,0,3
689,293,4.5,0,3
690,183,4.0,0,3
691,546,4.0,0,3
692,1533,4.5,0,3
693,104,5.0,0,3
694,245,3.5,0,3
695,107,4.5,0,3
696,876,4.0,0,3
697,288,3.5,0,3
698,41,4.0,0,3
699,171,4.0,0,3
700,118,4.0,0,3
701,255,4.5,0,3
702,314,4.0,0,3
703,116,4.5,0,3
704,2962,4.5,0,12
705,354,4.0,0,12
706,254,4.0,0,12
707,95,5.0,0,12
708,408,3.5,0,12
709,266,4.5,0,12
710,154,4.0,0,12
711,634,4.5,0,12
712,265,4.0,0,12
713,25,4.0,0,12
714,126,4.0,0,12
715,64,3.5,0,12
716,88,4.5,0,12
717,63,4.0,0,12
718,56,4.0,0,12
719,79,3.5,0,12
720,485,4.5,2,5
721,1710,4.0,2,5
722,1343,4.0,2,5
723,143,3.5,2,5
724,719,4.0,2,5
725,216,3.5,2,5
726,190,4.0,2,5
727,241,4.0,2,5
728,44,4.5,2,5
729,201,4.0,2,5
730,267,3.5,2,5
731,407,4.0,2,5
732,48,3.0,2,5
733,275,4.5,2,5
734,287,3.5,2,5
735,251,4.5,2,5
736,50,4.0,2,5
737,41,4.0,2,5
738,945,4.0,1,18
739,128,4.0,1,18
740,846,4.5,1,18
741,245,4.0,1,18
742,118,4.5,1,18
743,1055,4.0,1,18
744,82,4.5,1,18
745,403,4.0,1,18
746,60,4.5,1,18
747,223,4.0,1,18
748,315,4.0,1,18
749,338,4.0,1,18
750,47,4.5,1,18
751,502,4.5,1,18
752,240,4.5,1,18
753,321,4.5,1,18
754,155,4.5,1,18
755,635,3.5,1,18
756,271,4.5,1,18
757,233,4.0,1,18
758,1610,4.0,0,3
759,501,4.5,0,3
760,130,4.0,0,3
761,629,4.5,0,3
762,192,4.0,0,3
763,564,4.5,0,3
764,162,4.0,0,3
765,1288,4.0,0,3
766,194,4.5,0,3
767,150,4.5,0,3
768,511,4.5,0,3
769,573,4.0,0,3
770,541,4.0,0,3
771,555,4.0,0,3
772,576,4.0,0,3
773,441,4.0,0,3
774,457,4.0,0,3
775,339,4.5,0,3
776,569,4.0,0,3
777,404,4.0,0,3
778,316,4.0,0,3
779,684,4.0,0,3
780,83,4.0,0,3
781,137,4.5,0,3
782,503,4.5,0,3
783,135,4.0,0,3
784,165,4.5,0,3
785,166,4.5,0,3
786,157,4.0,0,3
787,208,4.5,0,3
788,113,3.5,0,3
789,62,3.5,0,3
790,361,4.0,0,3
791,122,3.5,0,3
792,336,4.0,0,3
793,52,3.5,0,3
794,233,4.0,0,3
795,4,3.5,0,3
796,112,4.0,0,3
797,93,4.0,0,3
798,127,4.5,0,3
799,131,4.0,0,3
800,166,3.5,0,3
801,197,4.0,0,3
802,196,4.0,0,3
803,58,4.5,0,3
804,171,4.0,0,3
805,82,3.5,0,3
806,9,2.5,0,3
807,676,4.5,1,12
808,62,4.5,1,12
809,427,4.0,1,12
810,657,4.0,1,12
811,293,4.5,1,12
812,270,4.5,1,12
813,269,4.0,1,12
814,188,4.5,1,12
815,203,4.0,1,12
816,275,3.5,1,12
817,218,3.0,1,12
818,216,3.0,1,12
819,293,4.0,1,12
820,174,4.0,1,12
821,219,3.0,1,12
822,45,4.0,1,12
823,12,2.0,1,12
824,105,5.0,8,18
825,318,4.0,8,18
826,597,4.0,8,18
827,136,4.5,8,18
828,1078,4.5,8,18
829,220,4.0,8,18
830,2100,4.5,8,18
831,968,4.0,8,18
832,121,4.0,8,18
833,129,4.0,8,18
834,190,3.5,8,18
835,216,4.5,8,18
836,50,4.5,8,18
837,110,4.5,8,18
838,1076,4.5,8,18
839,586,3.5,8,18
840,139,4.5,8,18
841,284,4.0,8,18
842,112,4.0,8,18
843,513,4.0,8,18
844,360,4.0,0,12
845,361,4.0,0,12
846,243,4.0,0,12
847,486,4.0,0,12
848,58,4.5,0,12
849,197,4.5,0,12
850,70,4.0,0,12
851,394,4.5,0,12
852,77,5.0,0,12
853,30,3.5,0,12
854,260,4.5,0,12
855,421,3.5,0,12
856,121,4.5,0,12
857,1110,4.5,0,12
858,382,3.5,0,12
859,97,3.5,0,12
860,507,4.5,0,12
861,98,3.0,0,12
862,214,3.5,0,12
863,608,4.5,0,12
864,628,3.5,3,18
865,1076,4.5,3,18
866,968,4.0,3,18
867,169,4.0,3,18
868,1106,4.0,3,18
869,112,4.0,3,18
870,316,4.5,3,18
871,1329,4.0,3,18
872,181,4.5,3,18
873,220,4.0,3,18
874,318,4.0,3,18
875,597,4.0,3,18
876,284,4.0,3,18
877,513,4.0,3,18
878,1337,4.0,3,18
879,50,4.5,3,18
880,148,4.5,3,18
881,1095,4.5,3,18
882,374,4.5,3,18
883,465,4.0,3,18
884,853,4.5,1,12
885,469,3.5,1,12
886,130,4.5,1,12
887,102,4.5,1,12
888,217,4.5,1,12
889,264,4.5,1,12
890,620,4.5,1,12
891,859,4.5,1,12
892,73,4.0,1,12
893,115,4.5,1,12
894,67,4.5,1,12
895,234,4.0,1,12
896,132,3.5,1,12
897,118,4.5,1,12
898,521,3.5,1,12
899,151,4.0,1,12
900,114,5.0,1,12
901,1273,3.5,1,12
902,88,4.5,1,12
903,78,4.0,1,12
904,159,4.0,1,13
905,87,4.0,1,13
906,352,4.5,1,13
907,227,4.0,1,13
908,122,4.5,1,13
909,1697,4.0,1,13
910,373,4.5,1,13
911,141,4.5,1,13
912,111,4.5,1,13
913,246,4.5,1,13
914,138,4.5,1,13
915,527,4.0,1,13
916,80,4.5,1,13
917,165,4.5,1,13
918,121,3.5,1,13
919,68,4.5,1,13
920,156,4.0,1,13
921,187,3.5,1,13
922,65,4.5,1,13
923,20,3.5,1,13
924,153,4.5,1,2
925,71,4.5,1,2
926,10,5.0,1,2
927,38,4.5,1,2
928,45,4.0,1,2
929,42,2.0,1,2
930,1610,4.0,1,3
931,501,4.5,1,3
932,162,4.0,1,3
933,8257,4.5,1,3
934,629,4.5,1,3
935,150,4.5,1,3
936,192,4.0,1,3
937,573,4.0,1,3
938,130,4.0,1,3
939,564,4.5,1,3
940,511,4.5,1,3
941,194,4.5,1,3
942,314,4.0,1,3
943,152,4.5,1,3
944,555,4.0,1,3
945,1288,4.0,1,3
946,138,5.0,1,3
947,576,4.0,1,3
948,541,4.0,1,3
949,448,4.0,1,3
950,4045,4.5,6,5
951,408,4.5,6,5
952,192,4.5,6,5
953,752,4.5,6,5
954,1029,4.0,6,5
955,1872,4.5,6,5
956,365,4.0,6,5
957,298,4.0,6,5
958,649,4.5,6,5
959,1394,4.5,6,5
960,167,4.5,6,5
961,431,4.5,6,5
962,107,5.0,6,5
963,1559,4.0,6,5
964,186,3.5,6,5
965,197,3.5,6,5
966,234,4.0,6,5
967,192,4.0,6,5
968,306,4.0,6,5
969,78,4.5,6,5
970,192,4.5,1,5
971,4045,4.5,1,5
972,107,5.0,1,5
973,408,4.5,1,5
974,167,4.5,1,5
975,752,4.5,1,5
976,1872,4.5,1,5
977,1394,4.5,1,5
978,181,4.5,1,5
979,1029,4.0,1,5
980,194,4.5,1,5
981,492,4.5,1,5
982,117,4.0,1,5
983,298,4.0,1,5
984,112,3.0,1,5
985,365,4.0,1,5
986,305,3.5,1,5
987,290,4.0,1,5
988,97,3.5,1,5
989,178,4.5,1,5
990,722,4.0,0,12
991,1201,4.5,0,12
992,170,4.5,0,12
993,42,4.5,0,12
994,58,4.5,0,12
995,129,4.0,0,12
996,169,3.0,0,12
997,99,2.5,0,12
998,102,3.5,0,12
999,191,2.5,0,12
1000,225,2.5,0,12
1001,27,3.5,0,12
1002,24,3.5,0,12
1003,16,3.0,0,12
1004,4,5.0,0,12
1005,59,3.5,0,12
1006,76,3.5,0,12
1007,10,3.5,0,12
1008,97,2.0,0,12
1009,93,1.5,0,12
1010,186,4.5,1,8
1011,82,5.0,1,8
1012,107,4.5,1,8
1013,182,4.5,1,8
1014,246,5.0,1,8
1015,86,4.5,1,8
1016,346,4.0,1,8
1017,58,4.5,1,8
1018,109,4.0,1,8
1019,300,4.0,1,8
1020,95,4.0,1,8
1021,56,3.5,1,8
1022,140,4.0,1,8
1023,55,3.5,1,8
1024,93,3.5,1,8
1025,28,4.0,1,8
1026,25,3.0,1,8
1027,18,4.0,1,8
1028,6,4.0,1,8
1029,326,4.5,4,15
1030,83,4.5,4,15
1031,145,4.5,4,15
1032,54,5.0,4,15
1033,116,4.0,4,15
1034,453,3.0,4,15
1035,66,4.5,4,15
1036,149,4.0,4,15
1037,31,4.5,4,15
1038,254,3.5,4,15
1039,120,4.0,4,15
1040,37,4.5,4,15
1041,26,4.0,4,15
1042,43,2.5,4,15
1043,14,4.0,4,15
1044,19,3.0,4,15
1045,95,3.5,2,8
1046,273,4.5,2,8
1047,341,4.5,2,8
1048,102,3.5,2,8
1049,722,4.0,2,8
1050,42,4.5,2,8
1051,38,4.5,2,8
1052,225,2.5,2,8
1053,35,5.0,2,8
1054,1221,3.5,2,8
1055,155,2.5,2,8
1056,170,4.5,2,8
1057,290,3.0,2,8
1058,92,3.0,2,8
1059,83,3.5,2,8
1060,16,3.0,2,8
1061,169,3.0,2,8
1062,6,4.5,2,8
1063,10,3.5,2,8
1064,99,2.5,2,8
1065,95,3.5,0,8
1066,219,4.5,0,8
1067,273,4.5,0,8
1068,83,3.5,0,8
1069,389,4.5,0,8
1070,42,4.5,0,8
1071,38,4.5,0,8
1072,1221,3.5,0,8
1073,481,4.0,0,8
1074,341,4.5,0,8
1075,35,5.0,0,8
1076,92,3.0,0,8
1077,380,4.5,0,8
1078,6,4.5,0,8
1079,102,3.5,0,8
1080,290,3.0,0,8
1081,55,4.5,0,8
1082,169,3.0,0,8
1083,155,2.5,0,8
1084,225,2.5,0,8
1085,914,4.0,1,18
1086,130,4.5,1,18
1087,769,3.5,1,18
1088,107,4.5,1,18
1089,161,4.0,1,18
1090,244,4.5,1,18
1091,135,4.0,1,18
1092,469,3.5,1,18
1093,133,4.5,1,18
1094,155,4.5,1,18
1095,132,3.5,1,18
1096,70,2.0,1,18
1097,3,1.0,1,18
1098,2187,4.0,1,18
1099,1235,4.0,1,18
1100,216,4.5,1,18
1101,688,4.0,1,18
1102,840,4.0,1,18
1103,152,4.5,1,18
1104,324,4.0,1,18
1105,194,4.0,1,18
1106,225,4.5,1,18
1107,341,4.0,1,18
1108,245,3.5,1,18
1109,166,4.0,1,18
1110,477,3.5,1,18
1111,51,4.0,1,18
1112,320,3.5,1,18
1113,55,3.5,1,18
1114,144,4.0,1,18
1115,108,4.0,1,18
1116,11,4.0,1,18
1117,233,3.5,1,18
1118,8257,4.5,0,11
1119,324,4.0,0,11
1120,162,4.0,0,11
1121,341,4.0,0,11
1122,541,4.0,0,11
1123,437,4.0,0,11
1124,325,4.5,0,11
1125,225,4.5,0,11
1126,27,3.5,0,11
1127,448,4.0,0,11
1128,767,4.0,0,11
1129,501,4.5,0,11
1130,297,4.5,0,11
1131,840,4.0,0,11
1132,841,4.5,0,11
1133,569,4.0,0,11
1134,629,4.5,0,11
1135,1235,4.0,0,11
1136,194,4.5,0,11
1137,569,3.5,0,11
1138,103,4.0,0,18
1139,338,3.5,0,18
1140,252,4.0,0,18
1141,149,4.5,0,18
1142,254,4.0,0,18
1143,72,3.5,0,18
1144,12,4.5,0,18
1145,14,4.0,0,18
1146,508,4.0,0,18
1147,260,4.5,0,18
1148,340,4.5,0,18
1149,608,4.5,0,18
1150,118,3.5,0,18
1151,121,4.5,0,18
1152,111,4.5,0,18
1153,453,4.0,0,18
1154,138,4.5,0,18
1155,246,4.5,0,18
1156,486,4.0,0,18
1157,147,4.0,0,18
1158,336,4.0,0,18
1159,243,4.0,0,18
1160,65,4.5,0,18
1161,360,4.0,0,18
1162,214,3.5,0,18
1163,156,4.0,0,18
1164,58,4.5,0,18
1165,70,4.0,0,18
1166,565,5.0,2,3
1167,1928,4.5,2,3
1168,260,4.0,2,3
1169,649,4.5,2,3
1170,769,3.5,2,3
1171,372,4.0,2,3
1172,431,4.5,2,3
1173,1394,4.5,2,3
1174,914,4.0,2,3
1175,204,4.5,2,3
1176,111,4.5,2,3
1177,491,4.0,2,3
1178,95,4.0,2,3
1179,1559,4.0,2,3
1180,192,4.0,2,3
1181,107,4.5,2,3
1182,161,4.0,2,3
1183,234,4.0,2,3
1184,78,4.5,2,3
1185,306,4.0,2,3
1186,769,3.5,1,5
1187,914,4.0,1,5
1188,107,4.5,1,5
1189,161,4.0,1,5
1190,565,5.0,1,5
1191,1928,4.5,1,5
1192,244,4.5,1,5
1193,105,4.5,1,5
1194,95,4.0,1,5
1195,491,4.0,1,5
1196,205,4.5,1,5
1197,260,4.0,1,5
1198,155,4.5,1,5
1199,116,4.5,1,5
1200,150,4.5,1,5
1201,111,4.5,1,5
1202,372,4.0,1,5
1203,138,4.5,1,5
1204,80,5.0,1,5
1205,116,4.5,1,5
1206,2100,4.5,4,6
1207,162,4.5,4,6
1208,406,4.5,4,6
1209,1308,4.5,4,6
1210,612,4.0,4,6
1211,36,4.0,4,6
1212,732,4.0,4,6
1213,1094,4.0,4,6
1214,346,4.5,4,6
1215,139,4.5,4,6
1216,246,4.5,4,6
1217,315,4.0,4,6
1218,310,4.5,4,6
1219,210,4.0,4,6
1220,148,4.5,4,6
1221,157,4.5,4,6
1222,374,4.5,4,6
1223,89,4.5,4,6
1224,61,5.0,4,6
1225,312,4.0,4,6
1226,3427,4.0,4,18
1227,3285,4.0,4,18
1228,4899,4.5,4,18
1229,499,4.0,4,18
1230,519,4.0,4,18
1231,576,4.5,4,18
1232,355,4.0,4,18
1233,126,4.0,4,18
1234,2409,4.5,4,18
1235,117,3.5,4,18
1236,1971,4.0,4,18
1237,1812,4.0,4,18
1238,517,4.0,4,18
1239,328,4.0,4,18
1240,251,4.5,4,18
1241,306,4.0,4,18
1242,1403,4.0,4,18
1243,178,4.5,4,18
1244,522,4.5,4,18
1245,714,4.0,4,18
1246,709,4.0,0,18
1247,171,4.0,0,18
1248,546,4.0,0,18
1249,519,4.0,0,18
1250,118,4.0,0,18
1251,1533,4.5,0,18
1252,384,4.5,0,18
1253,303,4.0,0,18
1254,458,4.5,0,18
1255,135,4.0,0,18
1256,876,4.0,0,18
1257,420,4.5,0,18
1258,179,4.0,0,18
1259,116,4.0,0,18
1260,71,4.5,0,18
1261,620,4.0,0,18
1262,766,4.0,0,18
1263,104,5.0,0,18
1264,116,4.5,0,18
1265,69,4.5,0,18
1266,384,4.5,2,18
1267,458,4.5,2,18
1268,153,4.5,2,18
1269,420,4.5,2,18
1270,766,4.0,2,18
1271,69,4.5,2,18
1272,135,4.0,2,18
1273,179,4.0,2,18
1274,140,4.0,2,18
1275,153,4.5,2,18
1276,122,4.0,2,18
1277,310,4.5,2,18
1278,709,4.0,2,18
1279,1345,4.5,2,18
1280,130,4.5,2,18
1281,1533,4.5,2,18
1282,160,4.5,2,18
1283,45,4.0,2,18
1284,546,4.0,2,18
1285,876,4.0,2,18
1286,406,4.5,3,11
1287,1509,4.0,3,11
1288,589,4.0,3,11
1289,99,4.5,3,11
1290,80,5.0,3,11
1291,361,4.0,3,11
1292,137,3.5,3,11
1293,225,3.0,3,11
1294,106,4.5,3,11
1295,743,3.5,3,11
1296,588,4.0,3,11
1297,187,4.0,3,11
1298,1784,4.0,3,11
1299,631,4.5,3,11
1300,377,4.5,3,11
1301,196,4.5,3,11
1302,240,4.0,3,11
1303,435,4.5,3,11
1304,317,4.0,3,11
1305,502,4.0,3,11
1306,1509,4.0,3,10
1307,589,4.0,3,10
1308,187,4.0,3,10
1309,99,4.5,3,10
1310,406,4.5,3,10
1311,361,4.0,3,10
1312,240,4.0,3,10
1313,435,4.5,3,10
1314,743,3.5,3,10
1315,317,4.0,3,10
1316,193,4.5,3,10
1317,80,5.0,3,10
1318,196,4.5,3,10
1319,502,4.0,3,10
1320,528,4.0,3,10
1321,225,3.0,3,10
1322,106,4.5,3,10
1323,137,3.5,3,10
1324,143,3.0,3,10
1325,79,4.0,3,10
1326,225,4.0,0,18
1327,377,4.5,0,18
1328,948,4.0,0,18
1329,262,4.5,0,18
1330,228,4.0,0,18
1331,490,4.0,0,18
1332,363,4.0,0,18
1333,175,3.5,0,18
1334,685,3.0,0,18
1335,46,4.0,0,18
1336,423,3.5,0,18
1337,332,4.0,0,18
1338,74,4.0,0,18
1339,79,4.0,0,18
1340,200,4.0,0,18
